,income_group,region_group,literacy_1524_m,Sex,Location,Wealth,year,Completed_UpSec,Completed_LowSec,Completed_Prim
279,Low income countries,Central and Southern Asia,0.536,Female,,Quintile 5,2015.0,,66.18,66.18
280,Low income countries,Central and Southern Asia,0.4179,Female,,Quintile 5,2015.0,15.97,30.209999999999997,30.209999999999997
281,Low income countries,Central and Southern Asia,0.791,Female,,Quintile 5,2015.0,51.94,62.1,62.1
282,Low income countries,Central and Southern Asia,0.878,Female,,Quintile 5,2015.0,73.47,82.27,82.27
283,Low income countries,Central and Southern Asia,0.7471,Female,,Quintile 5,2015.0,38.22,59.93000000000001,59.93000000000001
284,Low income countries,Central and Southern Asia,0.1582,Female,,Quintile 5,2015.0,2.22,6.660000000000001,6.660000000000001
285,Low income countries,Central and Southern Asia,0.2188,Female,,Quintile 5,2015.0,20.36,37.2,37.2
286,Low income countries,Central and Southern Asia,0.3265,Female,,Quintile 5,2015.0,,,
287,Low income countries,Central and Southern Asia,0.7791,Female,,Quintile 5,2015.0,48.24,62.129999999999995,62.129999999999995
288,Low income countries,Central and Southern Asia,0.4442,Female,,Quintile 5,2015.0,,43.13,43.13
289,Low income countries,Central and Southern Asia,0.8737,Female,,Quintile 5,2015.0,,,
290,Low income countries,Central and Southern Asia,0.3449,Female,,Quintile 5,2015.0,14.829999999999998,36.33,36.33
291,Low income countries,Central and Southern Asia,0.385,Female,,Quintile 5,2015.0,18.22,9.59,9.59
292,Low income countries,Central and Southern Asia,0.2914,Female,,Quintile 5,2015.0,35.510000000000005,17.25,17.25
293,Low income countries,Central and Southern Asia,0.6178,Female,,Quintile 5,2015.0,35.15,48.79,48.79
294,Low income countries,Central and Southern Asia,0.7643,Female,,Quintile 5,2015.0,,70.06,70.06
295,Low income countries,Central and Southern Asia,0.684,Female,,Quintile 5,2015.0,49.980000000000004,,
296,Low income countries,Central and Southern Asia,0.4142,Female,,Quintile 5,2015.0,,,
297,Low income countries,Central and Southern Asia,0.7065,Male,,Quintile 1,2015.0,21.72,43.89,43.89
298,Low income countries,Central and Southern Asia,0.8911,Male,,Quintile 1,2015.0,29.98,55.269999999999996,55.269999999999996
299,Low income countries,Central and Southern Asia,0.3374,Male,,Quintile 1,2015.0,1.38,7.090000000000001,7.090000000000001
300,Low income countries,Central and Southern Asia,0.8204,Male,,Quintile 1,2015.0,42.93,59.160000000000004,59.160000000000004
301,Low income countries,Central and Southern Asia,0.503,Male,,Quintile 2,2015.0,1.55,30.79,30.79
302,Low income countries,Central and Southern Asia,0.6807,Male,,Quintile 2,2015.0,28.439999999999998,31.03,31.03
303,Low income countries,Central and Southern Asia,0.9301,Male,,Quintile 2,2015.0,63.85999999999999,77.25999999999999,77.25999999999999
304,Low income countries,Central and Southern Asia,0.9411,Male,,Quintile 2,2015.0,27.13,65.25,65.25
305,Low income countries,Central and Southern Asia,0.832,Male,,Quintile 2,2015.0,15.509999999999998,48.52,48.52
306,Low income countries,Central and Southern Asia,0.5767,Male,,Quintile 2,2015.0,17.39,47.81,47.81
307,Low income countries,Central and Southern Asia,0.9818,Male,,Quintile 2,2015.0,62.72,85.72,85.72
308,Low income countries,Central and Southern Asia,0.8442,Male,,Quintile 2,2015.0,,36.14,36.14
309,Low income countries,Central and Southern Asia,0.6301,Male,,Quintile 3,2015.0,,15.299999999999999,15.299999999999999
310,Low income countries,Central and Southern Asia,0.5871,Male,,Quintile 3,2015.0,19.88,62.4,62.4
311,Low income countries,Central and Southern Asia,1.0,Male,,Quintile 3,2015.0,76.88000000000001,80.97,80.97
312,Low income countries,Central and Southern Asia,0.7609,Male,,Quintile 3,2015.0,29.98,36.91,36.91
313,Low income countries,Central and Southern Asia,0.5822,Male,,Quintile 3,2015.0,20.93,35.02,35.02
314,Low income countries,Central and Southern Asia,0.9201,Male,,Quintile 3,2015.0,47.19,72.86,72.86
315,Low income countries,Central and Southern Asia,0.7652,Male,,Quintile 3,2015.0,28.22,48.46,48.46
316,Low income countries,Central and Southern Asia,0.817,Male,,Quintile 3,2015.0,29.970000000000002,76.82,76.82
317,Low income countries,Central and Southern Asia,0.6794,Male,,Quintile 3,2015.0,24.08,48.24,48.24
318,Low income countries,Central and Southern Asia,0.8316,Male,,Quintile 3,2015.0,22.770000000000003,60.809999999999995,60.809999999999995
319,Low income countries,Central and Southern Asia,0.8294,Male,,Quintile 3,2015.0,44.16,71.28999999999999,71.28999999999999
320,Low income countries,Central and Southern Asia,0.8412,Male,,Quintile 4,2015.0,41.72,60.95,60.95
321,Low income countries,Central and Southern Asia,0.9273,Male,,Quintile 4,2015.0,,81.12,81.12
322,Low income countries,Central and Southern Asia,0.879,Male,,Quintile 4,2015.0,53.28000000000001,59.77,59.77
323,Low income countries,Central and Southern Asia,0.9887,Male,,Quintile 4,2015.0,46.760000000000005,46.5,46.5
324,Low income countries,Central and Southern Asia,1.0,Male,,Quintile 4,2015.0,66.19,76.98,76.98
325,Low income countries,Central and Southern Asia,0.7593,Male,,Quintile 4,2015.0,33.45,55.88999999999999,55.88999999999999
326,Low income countries,Central and Southern Asia,0.9559,Male,,Quintile 4,2015.0,45.85,,
327,Low income countries,Central and Southern Asia,0.9894,Male,,Quintile 4,2015.0,81.88,81.72,81.72
328,Low income countries,Central and Southern Asia,0.7451,Male,,Quintile 4,2015.0,46.04,49.9,49.9
329,Low income countries,Central and Southern Asia,0.8337,Male,,Quintile 4,2015.0,21.42,,
330,Low income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2015.0,83.99,91.25,91.25
331,Low income countries,Central and Southern Asia,0.9658,Male,,Quintile 5,2015.0,61.7,67.96,67.96
332,Low income countries,Central and Southern Asia,0.9524,Male,,Quintile 5,2015.0,51.13999999999999,68.63,68.63
333,Low income countries,Central and Southern Asia,0.9285,Male,,Quintile 5,2015.0,56.24,79.92,79.92
334,Low income countries,Central and Southern Asia,0.9772,Male,,Quintile 5,2015.0,64.12,90.48,90.48
335,Low income countries,Central and Southern Asia,0.9914,Male,,Quintile 5,2015.0,58.42,74.7,74.7
336,Low income countries,Central and Southern Asia,0.7683,Male,,Quintile 5,2015.0,39.07,50.8,50.8
337,Low income countries,Central and Southern Asia,0.9973,Male,,Quintile 5,2015.0,50.2,84.78999999999999,84.78999999999999
338,Low income countries,Central and Southern Asia,1.0,Male,,Quintile 5,2015.0,69.76,73.67,73.67
339,Low income countries,Central and Southern Asia,0.9343,Male,,Quintile 5,2015.0,,,
340,Low income countries,Central and Southern Asia,0.6434,,,,2015.0,24.08,36.96,36.96
341,Low income countries,Central and Southern Asia,0.4919,,,Quintile 1,2015.0,13.120000000000001,24.709999999999997,24.709999999999997
342,Low income countries,Central and Southern Asia,0.4927,,,Quintile 2,2015.0,15.07,29.32,29.32
343,Low income countries,Central and Southern Asia,0.5333,,,Quintile 3,2015.0,14.549999999999999,29.24,29.24
344,Low income countries,Central and Southern Asia,0.6885,,,Quintile 4,2015.0,24.349999999999998,38.89,38.89
345,Low income countries,Central and Southern Asia,0.8655,,,Quintile 5,2015.0,45.64,60.709999999999994,60.709999999999994
346,Low income countries,Central and Southern Asia,0.5538,,,Quintile 1,2015.0,14.29,35.76,35.76
347,Low income countries,Central and Southern Asia,0.2561,,,Quintile 1,2015.0,5.47,5.36,5.36
348,Low income countries,Central and Southern Asia,0.6993,,,Quintile 1,2015.0,14.87,32.29,32.29
349,Low income countries,Central and Southern Asia,0.4056,,,Quintile 1,2015.0,8.690000000000001,12.61,12.61
350,Low income countries,Central and Southern Asia,0.5865,,,Quintile 1,2015.0,19.55,40.02,40.02
351,Low income countries,Central and Southern Asia,0.6754,,,Quintile 1,2015.0,32.019999999999996,42.49,42.49
352,Low income countries,Central and Southern Asia,0.2285,,,Quintile 1,2015.0,0.7000000000000001,3.0300000000000002,3.0300000000000002
353,Low income countries,Central and Southern Asia,0.423,,,Quintile 1,2015.0,11.93,41.64,41.64
354,Low income countries,Central and Southern Asia,0.4102,,,Quintile 1,2015.0,1.4200000000000002,33.77,33.77
355,Low income countries,Central and Southern Asia,0.6818,,,Quintile 1,2015.0,23.65,39.11,39.11
356,Low income countries,Central and Southern Asia,0.3237,,,Quintile 1,2015.0,0.0,5.489999999999999,5.489999999999999
357,Low income countries,Central and Southern Asia,0.9158,,,Quintile 1,2015.0,25.929999999999996,42.51,42.51
358,Low income countries,Central and Southern Asia,0.2989,,,Quintile 1,2015.0,8.05,24.15,24.15
359,Low income countries,Central and Southern Asia,0.7287,,,Quintile 1,2015.0,38.64,52.53,52.53
360,Low income countries,Central and Southern Asia,0.4021,,,Quintile 1,2015.0,11.24,20.849999999999998,20.849999999999998
361,Low income countries,Central and Southern Asia,0.2482,,,Quintile 1,2015.0,0.89,12.620000000000001,12.620000000000001
362,Low income countries,Central and Southern Asia,0.3134,,,Quintile 1,2015.0,7.6,23.21,23.21
363,Low income countries,Central and Southern Asia,0.6173,,,Quintile 1,2015.0,6.370000000000001,22.66,22.66
364,Low income countries,Central and Southern Asia,0.7629,,,Quintile 2,2015.0,25.900000000000002,35.91,35.91
365,Low income countries,Central and Southern Asia,0.3655,,,Quintile 2,2015.0,12.65,1.78,1.78
366,Low income countries,Central and Southern Asia,0.5936,,,Quintile 2,2015.0,22.1,29.32,29.32
367,Low income countries,Central and Southern Asia,0.5649,,,Quintile 2,2015.0,7.580000000000001,26.240000000000002,26.240000000000002
368,Low income countries,Central and Southern Asia,0.5631,,,Quintile 2,2015.0,23.54,52.16,52.16
369,Low income countries,Central and Southern Asia,0.3599,,,Quintile 2,2015.0,2.3800000000000003,16.189999999999998,16.189999999999998
370,Low income countries,Central and Southern Asia,0.5106,,,Quintile 2,2015.0,6.32,39.519999999999996,39.519999999999996
371,Low income countries,Central and Southern Asia,0.489,,,Quintile 2,2015.0,24.12,38.06,38.06
372,Low income countries,Central and Southern Asia,0.6305,,,Quintile 2,2015.0,,33.87,33.87
373,Low income countries,Central and Southern Asia,0.496,,,Quintile 2,2015.0,15.72,16.75,16.75
374,Low income countries,Central and Southern Asia,0.3582,,,Quintile 2,2015.0,3.15,5.319999999999999,5.319999999999999
375,Low income countries,Central and Southern Asia,0.9447,,,Quintile 2,2015.0,53.12,64.62,64.62
376,Low income countries,Central and Southern Asia,0.7805,,,Quintile 2,2015.0,38.57,50.11,50.11
377,Low income countries,Central and Southern Asia,0.2674,,,Quintile 2,2015.0,6.35,10.280000000000001,10.280000000000001
378,Low income countries,Central and Southern Asia,0.4656,,,Quintile 2,2015.0,20.03,32.65,32.65
379,Low income countries,Central and Southern Asia,0.6133,,,Quintile 2,2015.0,9.36,38.11,38.11
380,Low income countries,Central and Southern Asia,0.2925,,,Quintile 2,2015.0,3.5999999999999996,10.34,10.34
381,Low income countries,Central and Southern Asia,0.8853,,,Quintile 2,2015.0,17.53,36.68,36.68
382,Low income countries,Central and Southern Asia,0.4201,,,Quintile 2,2015.0,6.260000000000001,17.22,17.22
383,Low income countries,Central and Southern Asia,0.1381,,,Quintile 2,2015.0,,7.960000000000001,7.960000000000001
384,Low income countries,Central and Southern Asia,0.4804,,,Quintile 2,2015.0,6.83,23.04,23.04
385,Low income countries,Central and Southern Asia,0.3746,,,Quintile 2,2015.0,8.200000000000001,22.08,22.08
386,Low income countries,Central and Southern Asia,0.413,,,Quintile 2,2015.0,11.200000000000001,20.0,20.0
387,Low income countries,Central and Southern Asia,0.8907,,,Quintile 2,2015.0,37.9,69.59,69.59
388,Low income countries,Central and Southern Asia,0.6888,,,Quintile 2,2015.0,32.92,45.17,45.17
389,Low income countries,Central and Southern Asia,0.6697,,,Quintile 2,2015.0,11.68,26.85,26.85
390,Low income countries,Central and Southern Asia,0.559,,,Quintile 2,2015.0,15.229999999999999,36.5,36.5
391,Low income countries,Central and Southern Asia,0.2575,,,Quintile 2,2015.0,0.54,2.96,2.96
392,Low income countries,Central and Southern Asia,0.6798,,,Quintile 2,2015.0,14.57,20.11,20.11
393,Low income countries,Central and Southern Asia,0.6968,,,Quintile 3,2015.0,24.58,44.82,44.82
394,Low income countries,Central and Southern Asia,0.28,,,Quintile 3,2015.0,4.22,17.41,17.41
395,Low income countries,Central and Southern Asia,0.6736,,,Quintile 3,2015.0,20.26,,
396,Low income countries,Central and Southern Asia,0.4509,,,Quintile 3,2015.0,4.67,6.8500000000000005,6.8500000000000005
397,Low income countries,Central and Southern Asia,0.6978,,,Quintile 3,2015.0,32.95,41.010000000000005,41.010000000000005
398,Low income countries,Central and Southern Asia,0.4411,,,Quintile 3,2015.0,10.57,36.94,36.94
399,Low income countries,Central and Southern Asia,0.2429,,,Quintile 3,2015.0,2.7199999999999998,8.5,8.5
400,Low income countries,Central and Southern Asia,0.4854,,,Quintile 3,2015.0,10.82,13.889999999999999,13.889999999999999
401,Low income countries,Central and Southern Asia,0.9749,,,Quintile 3,2015.0,,70.49,70.49
402,Low income countries,Central and Southern Asia,0.1219,,,Quintile 3,2015.0,0.0,0.0,0.0
403,Low income countries,Central and Southern Asia,0.8466,,,Quintile 3,2015.0,57.64,61.07,61.07
404,Low income countries,Central and Southern Asia,0.586,,,Quintile 3,2015.0,13.59,20.39,20.39
405,Low income countries,Central and Southern Asia,0.6433,,,Quintile 3,2015.0,28.470000000000002,31.09,31.09
406,Low income countries,Central and Southern Asia,0.6622,,,Quintile 3,2015.0,8.219999999999999,32.440000000000005,32.440000000000005
407,Low income countries,Central and Southern Asia,0.4389,,,Quintile 3,2015.0,14.29,25.19,25.19
408,Low income countries,Central and Southern Asia,0.8675,,,Quintile 3,2015.0,31.209999999999997,52.12,52.12
409,Low income countries,Central and Southern Asia,0.6011,,,Quintile 3,2015.0,15.229999999999999,32.28,32.28
410,Low income countries,Central and Southern Asia,0.098,,,Quintile 3,2015.0,,0.0,0.0
411,Low income countries,Central and Southern Asia,0.4832,,,Quintile 3,2015.0,12.47,37.95,37.95
412,Low income countries,Central and Southern Asia,0.5011,,,Quintile 3,2015.0,11.27,22.84,22.84
413,Low income countries,Central and Southern Asia,0.6355,,,Quintile 3,2015.0,11.3,36.01,36.01
414,Low income countries,Central and Southern Asia,0.8695,,,Quintile 3,2015.0,41.160000000000004,64.51,64.51
415,Low income countries,Central and Southern Asia,0.6904,,,Quintile 3,2015.0,27.18,37.78,37.78
416,Low income countries,Central and Southern Asia,0.6599,,,Quintile 3,2015.0,13.34,,
417,Low income countries,Central and Southern Asia,0.65,,,Quintile 3,2015.0,9.35,19.27,19.27
418,Low income countries,Central and Southern Asia,0.4631,,,Quintile 3,2015.0,20.82,25.45,25.45
419,Low income countries,Central and Southern Asia,0.3389,,,Quintile 3,2015.0,3.8699999999999997,7.28,7.28
420,Low income countries,Central and Southern Asia,0.7051,,,Quintile 3,2015.0,21.07,32.73,32.73
421,Low income countries,Central and Southern Asia,0.8839,,,Quintile 4,2015.0,58.06,67.27,67.27
422,Low income countries,Central and Southern Asia,0.797,,,Quintile 4,2015.0,,24.34,24.34
423,Low income countries,Central and Southern Asia,0.7499,,,Quintile 4,2015.0,,65.39,65.39
424,Low income countries,Central and Southern Asia,0.6845,,,Quintile 4,2015.0,33.300000000000004,63.94,63.94
425,Low income countries,Central and Southern Asia,0.9159,,,Quintile 4,2015.0,83.50999999999999,87.06,87.06
426,Low income countries,Central and Southern Asia,0.6338,,,Quintile 4,2015.0,27.060000000000002,16.35,16.35
427,Low income countries,Central and Southern Asia,0.8342,,,Quintile 4,2015.0,41.31,48.75,48.75
428,Low income countries,Central and Southern Asia,0.7017,,,Quintile 4,2015.0,25.56,49.76,49.76
429,Low income countries,Central and Southern Asia,0.861,,,Quintile 4,2015.0,,,
430,Low income countries,Central and Southern Asia,0.7049,,,Quintile 4,2015.0,9.24,22.040000000000003,22.040000000000003
431,Low income countries,Central and Southern Asia,0.679,,,Quintile 4,2015.0,14.69,24.38,24.38
432,Low income countries,Central and Southern Asia,0.8605,,,Quintile 4,2015.0,23.43,66.03999999999999,66.03999999999999
433,Low income countries,Central and Southern Asia,0.6624,,,Quintile 4,2015.0,15.559999999999999,31.879999999999995,31.879999999999995
434,Low income countries,Central and Southern Asia,0.2272,,,Quintile 4,2015.0,4.49,8.61,8.61
435,Low income countries,Central and Southern Asia,0.8694,,,Quintile 4,2015.0,63.22,69.78999999999999,69.78999999999999
436,Low income countries,Central and Southern Asia,0.6345,,,Quintile 4,2015.0,26.75,29.759999999999998,29.759999999999998
